step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
1,PAYMENT,6854.06,C145066402,19853,12998.94,M207988207,0,0,0,0
1,CASH_OUT,1277212.77,C467632528,1277212.77,0,C716083600,0,2444985.19,1,0
1,CASH_IN,24105.5,C422522663,144,24249.5,C644345897,20875,0,0,0
1,PAYMENT,6854.06,C145066402,19853,12998.94,M207988207,0,0,0,0
1,CASH_OUT,111899.09,C1800500978,12998.94,0,C1883840933,10026771.77,16874643.09,0,0
1,TRANSFER,35063.63,C1364127192,35063.63,0,C1136419747,0,0,1,0
1,PAYMENT,1066.04,C1768952842,50240,49173.96,M485686996,0,0,0,0
1,DEBIT,5430.64,C989126847,5656.75,226.11,C1526298704,244233.08,32092.07,0,0
1,CASH_OUT,35063.63,C1635772897,35063.63,0,C1983025922,31140,7550.03,1,0
1,PAYMENT,1066.04,C1768952842,50240,49173.96,M485686996,0,0,0,0
1,DEBIT,5430.64,C989126847,5656.75,226.11,C1526298704,244233.08,32092.07,0,0
1,CASH_OUT,161796.96,C609887969,226.11,0,C985934102,1623166.58,971418.91,0,0
1,TRANSFER,25071.46,C669700766,25071.46,0,C1384210339,0,0,1,0
1,PAYMENT,3239.95,C1080167822,120792,117552.05,M943666520,0,0,0,0
1,PAYMENT,10286.48,C1236303587,147166,136879.52,M892231982,0,0,0,0
1,CASH_OUT,25071.46,C1275464847,25071.46,0,C1364913072,9083.76,34155.22,1,0
1,PAYMENT,3239.95,C1080167822,120792,117552.05,M943666520,0,0,0,0
1,PAYMENT,10286.48,C1236303587,147166,136879.52,M892231982,0,0,0,0
1,PAYMENT,2011.81,C1710228600,34672,32660.19,M606365803,0,0,0,0
1,CASH_OUT,132842.64,C13692003,4499.08,0,C297927961,0,132842.64,1,0
1,PAYMENT,4881.52,C94748968,0,0,M1944815218,0,0,0,0
1,PAYMENT,14403.17,C1497558532,0,0,M1584833211,0,0,0,0
1,PAYMENT,4843.76,C1970377948,0,0,M1518752790,0,0,0,0
1,TRANSFER,235238.66,C1872047468,235238.66,0,C116289363,0,0,1,0
1,PAYMENT,2707.76,C1833592262,62975,60267.24,M178259104,0,0,0,0
1,TRANSFER,200612.49,C1285072597,26019,0,C728885526,696538.35,897150.84,0,0
1,CASH_OUT,235238.66,C1499825229,235238.66,0,C2100440237,0,235238.66,1,0
1,PAYMENT,2707.76,C1833592262,62975,60267.24,M178259104,0,0,0,0
1,TRANSFER,200612.49,C1285072597,26019,0,C728885526,696538.35,897150.84,0,0
1,PAYMENT,4253.87,C959055079,177672.95,173419.08,M133177937,0,0,0,0
2,TRANSFER,1096187.24,C1093223281,1096187.24,0,C2063275841,0,0,1,0
2,PAYMENT,9914.5,C462777594,113885,103970.5,M828312047,0,0,0,0
2,PAYMENT,7182,C979822206,4534,0,M1976870927,0,0,0,0
2,CASH_OUT,1096187.24,C77163673,1096187.24,0,C644345897,0,1096187.24,1,0
2,PAYMENT,9914.5,C462777594,113885,103970.5,M828312047,0,0,0,0
2,PAYMENT,7182,C979822206,4534,0,M1976870927,0,0,0,0
2,PAYMENT,22228.5,C1167522035,0,0,M214929887,0,0,0,0
2,TRANSFER,963532.14,C1440057381,963532.14,0,C268086000,0,0,1,0
2,PAYMENT,2358.86,C698977695,12086,9727.14,M765702264,0,0,0,0
2,PAYMENT,9714.23,C1414431049,30912,21197.77,M2142660176,0,0,0,0
2,CASH_OUT,963532.14,C430329518,963532.14,0,C991505714,132382.57,1095914.71,1,0
2,PAYMENT,2358.86,C698977695,12086,9727.14,M765702264,0,0,0,0
2,PAYMENT,9714.23,C1414431049,30912,21197.77,M2142660176,0,0,0,0
2,PAYMENT,5184.26,C446093644,16098.92,10914.66,M713464342,0,0,0,0
2,TRANSFER,14949.84,C140702728,14949.84,0,C634210724,0,0,1,0
2,PAYMENT,5647.66,C871153004,242264,236616.34,M1550991149,0,0,0,0
2,PAYMENT,5183.53,C1127174687,39867,34683.47,M763008902,0,0,0,0
2,CASH_OUT,14949.84,C395257482,14949.84,0,C1032986144,18161.79,33111.63,1,0
2,PAYMENT,5647.66,C871153004,242264,236616.34,M1550991149,0,0,0,0
2,PAYMENT,5183.53,C1127174687,39867,34683.47,M763008902,0,0,0,0
2,CASH_OUT,189592.17,C2074826904,34683.47,0,C97730845,9178122.36,9367714.52,0,0
2,TRANSFER,18627.02,C1375503918,18627.02,0,C234430897,0,0,1,0
2,DEBIT,4122.31,C266376067,20666,16543.69,C657736958,6086706.95,5792135.89,0,0
2,CASH_OUT,82399.46,C685827172,10895,0,C154319946,0,82399.46,0,0
2,CASH_OUT,18627.02,C175961135,18627.02,0,C1711105800,147251.58,165878.6,1,0
2,DEBIT,4122.31,C266376067,20666,16543.69,C657736958,6086706.95,5792135.89,0,0
2,CASH_OUT,82399.46,C685827172,10895,0,C154319946,0,82399.46,0,0
2,PAYMENT,3779.27,C496556704,125959,122179.73,M1890097328,0,0,0,0
3,TRANSFER,10539.37,C1134864869,10539.37,0,C118648358,0,0,1,0
3,PAYMENT,20670.84,C890525812,5597,0,M2001882279,0,0,0,0
3,DEBIT,3923.46,C299837481,159800,155876.54,C979387846,11757.21,15680.66,0,0
3,CASH_OUT,10539.37,C1984954272,10539.37,0,C124540047,0,10539.37,1,0
3,PAYMENT,20670.84,C890525812,5597,0,M2001882279,0,0,0,0
3,DEBIT,3923.46,C299837481,159800,155876.54,C979387846,11757.21,15680.66,0,0
3,CASH_IN,133270.9,C417621837,4140,137410.9,C2094777811,67722.17,13707.11,0,0
3,TRANSFER,22877,C1247938090,22877,0,C1002031672,0,0,1,0
3,PAYMENT,19110.24,C1407009494,17586,0,M511094763,0,0,0,0
3,PAYMENT,2726.77,C1149217113,696,0,M1045250282,0,0,0,0
3,CASH_OUT,22877,C2126545173,22877,0,C573200870,0,22877,1,0
3,PAYMENT,19110.24,C1407009494,17586,0,M511094763,0,0,0,0
3,PAYMENT,2726.77,C1149217113,696,0,M1045250282,0,0,0,0
3,PAYMENT,8302.14,C121597447,0,0,M748523772,0,0,0,0
4,TRANSFER,10000000,C7162498,12930418.44,2930418.44,C945327594,0,0,1,0
4,CASH_OUT,10000000,C351297720,10000000,0,C766681183,0,9941904.21,1,0
4,PAYMENT,2150.61,C319618119,15599,13448.39,M82750270,0,0,0,0
4,TRANSFER,2930418.44,C2047521920,2930418.44,0,C449261773,0,0,1,0
4,PAYMENT,2150.61,C319618119,15599,13448.39,M82750270,0,0,0,0
4,PAYMENT,29.03,C728740247,12217,12187.97,M783339262,0,0,0,0
4,CASH_OUT,2930418.44,C2044690596,2930418.44,0,C932583850,3616012.1,6963508.84,1,0
4,PAYMENT,2150.61,C319618119,15599,13448.39,M82750270,0,0,0,0
4,PAYMENT,29.03,C728740247,12217,12187.97,M783339262,0,0,0,0
4,PAYMENT,2564.39,C1512759723,11054,8489.61,M736888459,0,0,0,0
4,TRANSFER,169941.73,C540962910,169941.73,0,C2127862399,0,0,1,0
4,PAYMENT,2988.02,C962931248,306514,303525.98,M1466148437,0,0,0,0
4,DEBIT,181.87,C67928167,370,188.13,C459857341,105499.05,105680.92,0,0
4,CASH_OUT,169941.73,C2026325575,169941.73,0,C1394526584,0,169941.73,1,0
4,PAYMENT,2988.02,C962931248,306514,303525.98,M1466148437,0,0,0,0
4,DEBIT,181.87,C67928167,370,188.13,C459857341,105499.05,105680.92,0,0
4,PAYMENT,1813.69,C1186663391,30948,29134.31,M1444912530,0,0,0,0
4,TRANSFER,13707.11,C17222024,13707.11,0,C410033330,0,0,1,0
4,PAYMENT,3616.2,C1990419108,6240,2623.8,M1641677843,0,0,0,0
4,PAYMENT,761.07,C1445448489,47883,47121.93,M1296833449,0,0,0,0
4,CASH_OUT,13707.11,C556223230,13707.11,0,C2094777811,0,13707.11,1,0
4,PAYMENT,3616.2,C1990419108,6240,2623.8,M1641677843,0,0,0,0
4,PAYMENT,761.07,C1445448489,47883,47121.93,M1296833449,0,0,0,0
4,PAYMENT,2662.71,C538441446,10635,7972.29,M291279979,0,0,0,0
4,TRANSFER,86070.17,C1844941220,86070.17,0,C1191544932,0,0,1,0
4,PAYMENT,2738.44,C810898134,30645,27906.56,M1922881634,0,0,0,0
4,PAYMENT,4837.77,C599203108,160302,155464.23,M1452232618,0,0,0,0
4,CASH_OUT,86070.17,C1699873763,86070.17,0,C560041895,0,86070.17,1,0
4,PAYMENT,2738.44,C810898134,30645,27906.56,M1922881634,0,0,0,0
4,PAYMENT,4837.77,C599203108,160302,155464.23,M1452232618,0,0,0,0
4,PAYMENT,1685.11,C1280730191,10084,8398.89,M1486748271,0,0,0,0
5,TRANSFER,120074.73,C1409933277,120074.73,0,C162114152,0,0,1,0
5,PAYMENT,3728.76,C472736752,1873,0,M978881375,0,0,0,0
5,CASH_OUT,89888.52,C548752638,0,0,C97730845,12946583.44,14133982.62,0,0
5,CASH_OUT,120074.73,C1174000532,120074.73,0,C410033330,0,120074.73,1,0
5,PAYMENT,3728.76,C472736752,1873,0,M978881375,0,0,0,0
5,CASH_OUT,89888.52,C548752638,0,0,C97730845,12946583.44,14133982.62,0,0
5,TRANSFER,30608.52,C735796751,659400,628791.48,C885951223,137893.88,11201.36,0,0
5,TRANSFER,60726.57,C383882703,60726.57,0,C1807010830,0,0,1,0
5,PAYMENT,2354.7,C1959219756,62103,59748.3,M2009218448,0,0,0,0
5,PAYMENT,5301.12,C1830261066,11492,6190.88,M1231232251,0,0,0,0
5,CASH_OUT,60726.57,C840095827,60726.57,0,C803116137,13010502.78,13071229.35,1,0
5,PAYMENT,2354.7,C1959219756,62103,59748.3,M2009218448,0,0,0,0
5,PAYMENT,5301.12,C1830261066,11492,6190.88,M1231232251,0,0,0,0
5,PAYMENT,40156.69,C125530569,6190.88,0,M1630790155,0,0,0,0
5,TRANSFER,10119.47,C1775746074,10119.47,0,C746009679,0,0,1,0
5,PAYMENT,4103.27,C1852212002,217,0,M1978560393,0,0,0,0
5,PAYMENT,5835.81,C554515010,10800,4964.19,M896475319,0,0,0,0
5,CASH_OUT,10119.47,C213063852,10119.47,0,C922511709,0,10119.47,1,0
5,PAYMENT,4103.27,C1852212002,217,0,M1978560393,0,0,0,0
5,PAYMENT,5835.81,C554515010,10800,4964.19,M896475319,0,0,0,0
5,PAYMENT,925.48,C1867176619,453877,452951.52,M1776186092,0,0,0,0
6,TRANSFER,33332.86,C2025652936,33332.86,0,C1662235713,0,0,1,0
6,PAYMENT,5469.25,C1206258545,30,0,M127269549,0,0,0,0
6,PAYMENT,21248.82,C397284309,31686,10437.18,M1777591638,0,0,0,0
6,CASH_OUT,33332.86,C685428529,33332.86,0,C1626759869,31002,0,1,0
6,PAYMENT,5469.25,C1206258545,30,0,M127269549,0,0,0,0
6,PAYMENT,21248.82,C397284309,31686,10437.18,M1777591638,0,0,0,0
6,PAYMENT,1936.85,C515495578,10437.18,8500.33,M911284082,0,0,0,0
6,TRANSFER,25975.86,C864622150,25975.86,0,C41792607,0,0,1,0
6,PAYMENT,4699.12,C254536882,20783,16083.88,M1954689180,0,0,0,0
6,CASH_OUT,11950.98,C255996780,16083.88,4132.9,C1675375648,615126.57,271152.52,0,0
6,CASH_OUT,25975.86,C1004271827,25975.86,0,C451934410,98152,28041.27,1,0
6,PAYMENT,4699.12,C254536882,20783,16083.88,M1954689180,0,0,0,0
6,CASH_OUT,11950.98,C255996780,16083.88,4132.9,C1675375648,615126.57,271152.52,0,0
6,PAYMENT,8927.92,C1799049015,21381,12453.08,M992309406,0,0,0,0
6,TRANSFER,26768.5,C457596841,26768.5,0,C1956477953,0,0,1,0
6,PAYMENT,19481.86,C1502502072,8994,0,M429393578,0,0,0,0
6,PAYMENT,7771.86,C806005031,24428,16656.14,M262217690,0,0,0,0
6,CASH_OUT,26768.5,C682812632,26768.5,0,C256417920,101976,128744.5,1,0
6,PAYMENT,19481.86,C1502502072,8994,0,M429393578,0,0,0,0
6,PAYMENT,7771.86,C806005031,24428,16656.14,M262217690,0,0,0,0
6,PAYMENT,3249.87,C618785034,262048,258798.13,M2106922602,0,0,0,0
6,TRANSFER,30521.02,C903383636,30521.02,0,C904300960,0,0,1,0
6,PAYMENT,5976.69,C1028135144,69983,64006.31,M650520717,0,0,0,0
6,PAYMENT,16056.03,C1472044075,64006.31,47950.28,M1682663597,0,0,0,0
6,CASH_OUT,30521.02,C1813769162,30521.02,0,C1249547869,0,30521.02,1,0
6,PAYMENT,5976.69,C1028135144,69983,64006.31,M650520717,0,0,0,0
6,PAYMENT,16056.03,C1472044075,64006.31,47950.28,M1682663597,0,0,0,0
6,PAYMENT,12743.43,C423207828,26373,13629.57,M237789822,0,0,0,0
6,TRANSFER,216422,C666642000,216422,0,C1315078366,0,0,1,0
6,PAYMENT,9584.44,C428156140,22090.43,12505.98,M1591387506,0,0,0,0
6,CASH_OUT,122380.82,C412255839,12505.98,0,C991505714,1924870.22,5352935.74,0,0
6,CASH_OUT,216422,C1547714604,216422,0,C7881234,10097,48630.5,1,0
6,PAYMENT,9584.44,C428156140,22090.43,12505.98,M1591387506,0,0,0,0
6,CASH_OUT,122380.82,C412255839,12505.98,0,C991505714,1924870.22,5352935.74,0,0
6,CASH_OUT,65938.21,C1175319617,0,0,C517653428,100329,169554.94,0,0
6,TRANSFER,17320.91,C788790720,17320.91,0,C1589547066,0,0,1,0
6,PAYMENT,14107.2,C387258687,676,0,M526339400,0,0,0,0
6,PAYMENT,5644.05,C788684446,356150,350505.95,M46719126,0,0,0,0
6,CASH_OUT,17320.91,C436661284,17320.91,0,C522173599,6244.44,0,1,0
6,PAYMENT,14107.2,C387258687,676,0,M526339400,0,0,0,0
6,PAYMENT,5644.05,C788684446,356150,350505.95,M46719126,0,0,0,0
6,TRANSFER,17246,C1034673425,17246,0,C1379589736,0,101717.84,1,0
6,PAYMENT,3559.83,C1697685982,39942,36382.17,M549003710,0,0,0,0
6,PAYMENT,11587.52,C1125721069,457229,445641.48,M1148337557,0,0,0,0
6,CASH_OUT,17246,C1484518113,17246,0,C978609035,0,17246,1,0
6,PAYMENT,3559.83,C1697685982,39942,36382.17,M549003710,0,0,0,0
6,PAYMENT,11587.52,C1125721069,457229,445641.48,M1148337557,0,0,0,0
6,PAYMENT,30051.02,C606882452,30316,264.98,M1307655038,0,0,0,0
6,TRANSFER,10565,C777407608,10565,0,C1790657739,0,0,1,0
6,PAYMENT,27008.46,C287735431,86120,59111.54,M294395818,0,0,0,0
6,PAYMENT,5734.4,C228963439,23423,17688.6,M161445348,0,0,0,0
6,CASH_OUT,10565,C1191732945,10565,0,C418964192,36275,24380.72,1,0
6,PAYMENT,27008.46,C287735431,86120,59111.54,M294395818,0,0,0,0
6,PAYMENT,5734.4,C228963439,23423,17688.6,M161445348,0,0,0,0
6,CASH_OUT,21128.42,C728756246,17688.6,0,C7313260,102399,52795.84,0,0
6,TRANSFER,10224,C365589282,10224,0,C908043384,0,0,1,0
6,PAYMENT,25580.96,C673189187,249,0,M2116330210,0,0,0,0
6,PAYMENT,18799.27,C942771559,48061,29261.73,M989251186,0,0,0,0
6,CASH_OUT,10224,C1284098442,10224,0,C801412408,0,10224,1,0
6,PAYMENT,25580.96,C673189187,249,0,M2116330210,0,0,0,0
6,PAYMENT,18799.27,C942771559,48061,29261.73,M989251186,0,0,0,0
6,DEBIT,2411.42,C311725690,21589,19177.58,C466505482,9437.5,232681.17,0,0
6,TRANSFER,85354.69,C558400671,85354.69,0,C527482085,0,0,1,0
6,PAYMENT,18591.22,C1673947520,264732,246140.78,M147646893,0,0,0,0
6,PAYMENT,12028.83,C1841686615,50898,38869.17,M1558246666,0,0,0,0
6,CASH_OUT,85354.69,C158801009,85354.69,0,C382431057,11170,10612.55,1,0
6,PAYMENT,18591.22,C1673947520,264732,246140.78,M147646893,0,0,0,0
6,PAYMENT,12028.83,C1841686615,50898,38869.17,M1558246666,0,0,0,0
6,PAYMENT,16.29,C205135231,5418,5401.71,M1666456788,0,0,0,0
6,TRANSFER,13704,C1735554279,13704,0,C12793273,0,1658746.09,1,0
6,PAYMENT,2945.31,C371694173,20275,17329.69,M528042460,0,0,0,0
6,PAYMENT,27668.81,C1809367960,13713,0,M882371818,0,0,0,0
6,CASH_OUT,13704,C1421965867,13704,0,C1438594533,3382.84,143675.35,1,0
6,PAYMENT,2945.31,C371694173,20275,17329.69,M528042460,0,0,0,0
6,PAYMENT,27668.81,C1809367960,13713,0,M882371818,0,0,0,0
6,PAYMENT,18714.61,C508067159,4157,0,M1261105387,0,0,0,0
7,TRANSFER,262434.54,C2101686389,262434.54,0,C612008977,0,0,1,0
7,PAYMENT,2069.31,C700370827,4858,2788.69,M1653282104,0,0,0,0
7,PAYMENT,5171.26,C916019076,20874,15702.74,M1490885900,0,0,0,0
7,CASH_OUT,262434.54,C383717053,262434.54,0,C380242442,19525.79,438233.86,1,0
7,PAYMENT,2069.31,C700370827,4858,2788.69,M1653282104,0,0,0,0
7,PAYMENT,5171.26,C916019076,20874,15702.74,M1490885900,0,0,0,0
7,PAYMENT,2144.11,C121656075,4355,2210.89,M1037612046,0,0,0,0
7,TRANSFER,21729,C1686905633,21729,0,C824421402,0,0,1,0
7,PAYMENT,6262.35,C1250411139,17473,11210.65,M1242479376,0,0,0,0
7,PAYMENT,22062.05,C1327369307,11210.65,0,M1075939594,0,0,0,0
7,CASH_OUT,21729,C693427358,21729,0,C1101441872,27335,0,1,0
7,PAYMENT,6262.35,C1250411139,17473,11210.65,M1242479376,0,0,0,0
7,PAYMENT,22062.05,C1327369307,11210.65,0,M1075939594,0,0,0,0
7,PAYMENT,2516.44,C885442647,6765,4248.56,M187638756,0,0,0,0
7,TRANSFER,5460002.91,C666654362,5460002.91,0,C1726301214,0,0,1,0
7,PAYMENT,2455.81,C1642939310,111030.95,108575.14,M486830695,0,0,0,0
7,PAYMENT,7207.77,C1481244635,108575.14,101367.37,M632323793,0,0,0,0
7,CASH_OUT,5460002.91,C1588880909,5460002.91,0,C1570256460,0,9281535.44,1,0
7,PAYMENT,2455.81,C1642939310,111030.95,108575.14,M486830695,0,0,0,0
7,PAYMENT,7207.77,C1481244635,108575.14,101367.37,M632323793,0,0,0,0
7,PAYMENT,5393.59,C785103354,162844.14,157450.55,M274886926,0,0,0,0
7,TRANSFER,164,C1455969984,164,0,C2119910556,0,0,1,0
7,PAYMENT,4042.66,C1223623410,1097,0,M268858250,0,0,0,0
7,PAYMENT,5508.64,C74205468,31424,25915.36,M1694464687,0,0,0,0
7,CASH_OUT,164,C1173659886,164,0,C1769947269,4068,0,1,0
7,PAYMENT,4042.66,C1223623410,1097,0,M268858250,0,0,0,0
7,PAYMENT,5508.64,C74205468,31424,25915.36,M1694464687,0,0,0,0
7,PAYMENT,9901.8,C1421282384,278971.15,269069.35,M2005843823,0,0,0,0
7,TRANSFER,21571,C786114805,21571,0,C1666314150,0,0,1,0
7,PAYMENT,4323.59,C579340221,21615,17291.41,M1492888172,0,0,0,0
7,PAYMENT,763.93,C789626118,5675,4911.07,M1961490892,0,0,0,0
7,CASH_OUT,21571,C452475723,21571,0,C2089016471,30797.41,71140.3,1,0
7,PAYMENT,4323.59,C579340221,21615,17291.41,M1492888172,0,0,0,0
7,PAYMENT,763.93,C789626118,5675,4911.07,M1961490892,0,0,0,0
7,PAYMENT,13768.25,C381598979,73371,59602.75,M328457586,0,0,0,0
7,TRANSFER,441445.58,C1023505879,441445.58,0,C847761155,0,0,1,0
7,PAYMENT,7649.34,C1356704515,37454,29804.66,M977320966,0,0,0,0
7,CASH_OUT,153326.44,C207210836,29804.66,0,C1220911229,361224.77,2261741.99,0,0
7,CASH_OUT,441445.58,C398085606,441445.58,0,C2072030256,98993.5,0,1,0
7,PAYMENT,7649.34,C1356704515,37454,29804.66,M977320966,0,0,0,0
7,CASH_OUT,153326.44,C207210836,29804.66,0,C1220911229,361224.77,2261741.99,0,0
7,PAYMENT,20575.31,C1237934148,53484,32908.69,M1953587149,0,0,0,0
8,CASH_OUT,181728.11,C2102265902,0,0,C789014007,11397,184477.77,1,0
8,CASH_OUT,436603.83,C1846446971,0,0,C2034460325,614814.9,1365895.03,0,0
8,TRANSFER,1046748.17,C622713687,90496,0,C2040656033,0,8124431.39,0,0
8,CASH_OUT,560208.51,C1582626783,64942,0,C1894575391,1206559.63,3443379.49,0,0
8,TRANSFER,222,C1961506277,222,0,C378841819,0,267095.19,1,0
8,DEBIT,4257.73,C823669238,14875,10617.27,C9916873,716508.42,790472.9,0,0
8,TRANSFER,26176.99,C722729993,11514,0,C1438689128,20500,117723.31,0,0
8,CASH_OUT,222,C1737727444,222,0,C588779235,24708,171647.35,1,0
8,DEBIT,4257.73,C823669238,14875,10617.27,C9916873,716508.42,790472.9,0,0
8,TRANSFER,26176.99,C722729993,11514,0,C1438689128,20500,117723.31,0,0
8,PAYMENT,10005.54,C250847635,117195,107189.46,M1970663588,0,0,0,0
8,TRANSFER,1996.17,C1198040187,1996.17,0,C1828047633,0,0,1,0
8,CASH_OUT,34332.68,C2067533068,610,0,C116289363,26748.07,61080.75,0,0
8,CASH_IN,105329.71,C683269033,10890,116219.71,C2087040347,46461.52,1437775.77,0,0
8,CASH_OUT,1996.17,C858959216,1996.17,0,C864078397,2559.74,4555.92,1,0
8,CASH_OUT,34332.68,C2067533068,610,0,C116289363,26748.07,61080.75,0,0
8,CASH_IN,105329.71,C683269033,10890,116219.71,C2087040347,46461.52,1437775.77,0,0
8,CASH_OUT,47218.95,C720431545,31152,0,C1257117293,51924.74,354275.02,0,0
8,TRANSFER,1078013.76,C1026280121,0,0,C277510102,0,970749.68,1,0
8,PAYMENT,7292.88,C1199848070,0,0,M1661239497,0,0,0,0
8,PAYMENT,3953.58,C194214010,0,0,M1745749427,0,0,0,0
8,PAYMENT,5548.14,C238567998,0,0,M1232968184,0,0,0,0
8,TRANSFER,89631.24,C74534388,89631.24,0,C1748042844,0,0,1,0
8,TRANSFER,1085592.34,C1523636401,5256,0,C1776599395,21452,1515439.9,0,0
8,CASH_OUT,36658.74,C337243867,19820,0,C2094462801,41411,0,0,0
8,CASH_OUT,89631.24,C1938531779,89631.24,0,C2048578791,21175,0,1,0
8,TRANSFER,1085592.34,C1523636401,5256,0,C1776599395,21452,1515439.9,0,0
8,CASH_OUT,36658.74,C337243867,19820,0,C2094462801,41411,0,0,0
8,PAYMENT,7525.12,C436805441,166,0,M880936062,0,0,0,0
8,TRANSFER,29707.86,C1825456600,29707.86,0,C570409417,0,0,1,0
8,CASH_OUT,55954.02,C1647091919,7695.38,0,C1672819316,260096,33750.43,0,0
8,TRANSFER,1412588.3,C1974478547,0,0,C1089993541,1741771.65,4178800.4,0,0
8,CASH_OUT,29707.86,C515973302,29707.86,0,C170071280,10935,0,1,0
8,CASH_OUT,55954.02,C1647091919,7695.38,0,C1672819316,260096,33750.43,0,0
8,TRANSFER,1412588.3,C1974478547,0,0,C1089993541,1741771.65,4178800.4,0,0
8,TRANSFER,330568.23,C1802398012,0,0,C2109236648,1508861.76,2671632.43,0,0
8,TRANSFER,43092,C1683174795,43092,0,C427998326,0,0,1,0
8,PAYMENT,15653.22,C654480344,238082,222428.78,M748195302,0,0,0,0
8,PAYMENT,1395.48,C1369049747,450437.07,449041.59,M973816239,0,0,0,0
8,CASH_OUT,43092,C1395071924,43092,0,C79685693,660641.74,1158662.9,1,0
8,PAYMENT,15653.22,C654480344,238082,222428.78,M748195302,0,0,0,0
8,PAYMENT,1395.48,C1369049747,450437.07,449041.59,M973816239,0,0,0,0
8,PAYMENT,13.23,C153389413,449041.59,449028.36,M1639698970,0,0,0,0
9,TRANSFER,556218.01,C1769581889,556218.01,0,C217441120,0,0,1,0
9,PAYMENT,2538.16,C45314923,86,0,M1489084738,0,0,0,0
9,TRANSFER,1316163.37,C2096499902,83,0,C1258662321,0,1231123.63,0,0
9,CASH_OUT,556218.01,C589143360,556218.01,0,C1992550266,0,582265.81,1,0
9,PAYMENT,2538.16,C45314923,86,0,M1489084738,0,0,0,0
9,TRANSFER,1316163.37,C2096499902,83,0,C1258662321,0,1231123.63,0,0
9,PAYMENT,238.32,C869169661,0,0,M721386692,0,0,0,0
9,TRANSFER,11308,C299933576,11308,0,C1060999444,0,0,1,0
9,TRANSFER,599994.71,C1756278390,30800,0,C1417218664,83159.6,1424229.51,0,0
9,CASH_OUT,368727.19,C1907314063,430620.38,61893.19,C1988852187,2466618.63,2835345.82,0,0
9,CASH_OUT,11308,C921533797,11308,0,C424669538,0,302550.56,1,0
9,TRANSFER,599994.71,C1756278390,30800,0,C1417218664,83159.6,1424229.51,0,0
9,CASH_OUT,368727.19,C1907314063,430620.38,61893.19,C1988852187,2466618.63,2835345.82,0,0
9,PAYMENT,5787.05,C1680249069,61893.19,56106.13,M972935001,0,0,0,0
9,TRANSFER,350705.74,C1452168793,350705.74,0,C399194578,0,1184633.07,1,0
9,PAYMENT,12872.5,C1146422291,12796,0,M1735956954,0,0,0,0
9,CASH_OUT,58941.06,C1130375154,158,0,C911742574,0,0,0,0
9,CASH_OUT,350705.74,C58527359,350705.74,0,C582901057,894760.68,1794033.65,1,0
9,PAYMENT,12872.5,C1146422291,12796,0,M1735956954,0,0,0,0
9,CASH_OUT,58941.06,C1130375154,158,0,C911742574,0,0,0,0
9,PAYMENT,26427.36,C679855895,113262,86834.64,M1151085448,0,0,0,0
9,TRANSFER,2539898.07,C394488466,2539898.07,0,C575638324,0,261290.69,1,0
